,Taylor Swift,Justin Bieber,Selena Gomez,Rihanna,Billie Eilish,Alicia Keys,Ed Sheeran
20230110,27572,10671,14487,11185,12118,3693,7158
20230111,23435,10176,27577,17581,12610,3454,6819
20230112,23097,10452,23696,15548,15502,3505,6850
20230113,28378,10865,22803,17672,11816,3746,8466
20230114,27745,11937,20000,19768,13968,4504,8162
20230115,26818,12680,25423,23096,14504,4378,8123
20230116,24767,12032,29988,23249,12734,3969,7362
20230117,27276,11200,32152,14313,12142,3889,7585
20230118,25029,10903,30438,12496,15010,4306,7988
20230119,24949,12135,25386,14402,13233,4195,9363
20230120,25344,12364,23019,13827,11996,4171,13140
20230121,27318,12566,22230,14673,11844,4749,11097
20230122,27142,12574,23479,20109,12760,4776,10293
20230123,24422,11541,19945,25997,11567,4532,8944
20230124,29332,14921,17821,16033,15089,4634,8897
20230125,29383,30707,17301,15552,12637,9767,10245
20230126,27640,21485,17225,13740,13012,8090,8954
20230127,36321,15994,16763,13955,13063,6663,9215
20230128,34138,14409,18007,15599,20356,6793,9363
20230129,33631,14045,20106,25780,15411,6761,9608
20230130,29287,11977,18297,23784,14844,5604,8207
20230131,26532,12014,27042,19918,11355,5446,9614
20230201,30222,11885,19610,16699,10742,5214,11485
20230202,32383,11481,19387,16752,11174,4632,13864
20230203,32311,11936,22355,16855,12324,4755,10752
20230204,31298,12418,24305,19778,14727,5694,11341
20230205,37383,13077,23612,24356,15725,6165,9757
20230206,87219,12743,20860,27633,18443,7073,10863
20230207,48888,13715,19127,23745,13772,5491,9293
20230208,35916,19375,18313,25568,12516,5194,9523
20230209,33884,20023,17862,40201,15275,5215,10062
20230210,32007,14912,17661,82029,12034,5562,12013
20230211,39082,13620,18468,79213,15051,5405,15895
20230212,35875,12361,20284,190112,14690,5741,11851
20230213,34142,12334,18099,3632791,13385,7327,9151
20230214,31341,12187,17428,454376,11547,5664,8980
20230215,31096,11309,16612,227431,10957,5394,8960
20230216,30214,11275,17636,188772,14331,5671,9486
20230217,28101,11752,21790,130974,12620,5476,17118
20230218,29222,12589,22221,105505,12824,6089,18034
20230219,26371,12747,22352,90965,13341,5583,15630
20230220,69236,12564,19242,90094,11433,5366,12969
20230221,451760,12539,18277,74810,11781,5577,11783
20230222,192171,12869,20253,51244,10563,5758,9755
20230223,194983,16927,35741,42862,12653,6889,11313
20230224,25799,22357,43852,42987,11435,6563,15632
20230225,29054,24979,44382,42591,13999,6147,19626
20230226,29897,31251,49084,37519,11533,6728,14546
20230227,26580,34337,50970,29531,12122,5086,11501
20230228,26037,47401,60477,26021,13719,4764,13432
20230301,24643,80976,57255,25522,11417,4516,62154
20230302,25725,66222,60056,25408,13952,4857,46120
20230303,28522,44824,56214,24209,12885,4723,31872
20230304,28274,46419,50855,24465,13693,5552,28469
20230305,29765,66810,54667,25429,13367,4943,21043
20230306,26379,83293,54905,26243,12711,4386,20863
20230307,26298,76688,53314,22892,11043,4061,21662
20230308,26483,68350,46275,22241,10636,4506,14315
20230309,26451,73493,46058,20899,10718,4518,13632
20230310,28093,63571,45675,21279,10493,4617,13354
20230311,29172,73800,46506,22084,11834,5391,13597
20230312,28855,79993,46612,25343,16648,5918,18749
20230313,26956,63697,38569,112033,13855,4654,13570
20230314,26710,58212,47501,42988,16766,4658,9660
20230315,28220,47657,44035,32149,14483,4935,10177
20230316,34005,44591,42175,29611,21197,4574,9743
20230317,59988,40475,37585,24443,28425,4766,12381
20230318,87423,40549,41130,25205,27825,4947,11825
20230319,85733,47515,45260,23235,23258,5872,10419
20230320,70421,48609,42085,19845,21096,4659,12734
20230321,57822,32395,39107,17863,21193,5474,29295
20230322,54135,28192,49872,16886,17729,5423,27511
20230323,51908,26983,42042,16169,16661,4609,17400
20230324,46846,32020,44464,17389,16810,4403,24015
20230325,50032,29018,45739,17832,18909,4798,21218
20230326,51827,27370,48822,17676,17685,4990,20534
20230327,45111,24784,50103,15109,19229,6956,16032
20230328,52844,21709,40450,13848,17102,7299,14356
20230329,40384,24283,35097,14988,17355,5175,12144
20230330,38249,27090,37074,14296,21295,5406,12961
20230331,38204,24310,31072,14573,15945,5277,11346
20230401,46285,22104,30687,16609,16684,4754,24568
20230402,47883,23962,39224,18438,15716,4605,13782
20230403,46416,22436,35050,14730,14998,3861,10068
20230404,37534,18817,28621,13046,14725,3718,9168
20230405,33091,15365,22307,11599,13390,3641,9830
20230406,32048,14087,21209,11796,13035,4029,9937
20230407,33020,14434,21025,12421,10632,4036,8997
20230408,38163,13473,20361,12263,10254,3784,13108
20230409,153542,14431,21013,13161,13105,3757,9696
20230410,84702,15766,20105,12291,10780,3673,8511
20230411,62596,13652,17464,11690,14178,3643,8919
20230412,46422,13024,17089,13331,12747,3406,11929
20230413,42527,11691,16416,12913,10776,3667,8324
20230414,45241,12382,16221,11903,11194,3352,8484
20230415,45745,12679,19494,11814,9288,3506,8607
20230416,45997,12718,18751,11933,15159,3848,11410
20230417,37796,12428,16567,11034,10172,3293,9834
20230418,33283,10992,14943,10091,11481,4272,9498
20230419,42099,11543,15676,11881,9139,4245,7886
20230420,44230,14361,18200,12875,9749,4326,9140
20230421,46595,15911,18283,13133,12879,4399,11065
20230422,50826,17312,21228,15074,11680,6972,11420
20230423,53280,19339,20677,15742,11787,5231,10949
20230424,48529,15799,18590,14131,10368,4157,12198
20230425,42581,15823,16638,14804,10234,5692,14207
20230426,37483,13562,16153,16085,19627,5234,19760
20230427,42008,13367,16255,15916,12729,4735,15082
20230428,42919,13226,16146,15822,13763,4384,22702
20230429,45695,14312,17979,19218,10300,4774,19043
20230430,49642,15254,18659,16566,11676,5307,14729
20230501,45966,14817,18403,15885,11482,4756,19236
20230502,41404,14391,18196,35522,20200,4057,32443
20230503,38890,13218,17274,24876,16136,4030,39951
20230504,51932,13820,17086,18584,16977,4108,67441
20230505,50238,13963,17067,17526,12099,4877,89414
20230506,96467,13683,17260,18309,13823,5008,59026
20230507,74895,13551,18240,17503,12636,5336,64034
20230508,76540,13413,17653,15527,12514,6301,119812
20230509,79898,12922,16803,14109,17612,6856,50793
20230510,51760,12396,18832,13163,16373,5311,37681
20230511,51945,12035,16632,36467,14429,6389,41042
20230512,58160,11645,14905,23693,13737,6792,35108
20230513,93335,13184,15434,19598,11416,9102,31374
20230514,80990,13376,16092,27953,11855,6743,34768
20230515,72815,14314,15072,19507,11554,5648,24920
20230516,68985,14570,14948,15830,14392,5383,22794
20230517,59588,12529,13912,13631,14795,4505,22373
20230518,51568,11807,13236,13304,19750,5295,18169
20230519,53951,12502,13429,18661,14056,5747,19137
20230520,57525,12196,14080,15052,12002,5493,21651
20230521,59363,12157,13965,14715,13118,5105,23056
20230522,57090,11513,13350,12248,11262,4385,17386
20230523,53578,10892,12906,11743,10711,4277,16365
20230524,50121,10636,12469,12156,9154,4155,14391
20230525,50423,11367,12280,11380,11390,4176,14092
20230526,56922,12162,12533,11762,12384,4570,15524
20230527,69411,11928,13741,12777,11843,5016,18056
20230528,66619,12058,15000,12397,14941,4375,23033
20230529,68403,11888,14818,12050,20226,4270,15488
20230530,59565,11817,14156,11934,28270,4279,13543
20230531,48701,12393,14594,11958,14143,4274,12826
20230601,47941,14323,13378,12770,12199,4675,12640
20230602,53031,12052,12910,13551,14133,5222,13313
20230603,58183,11760,14375,14813,13059,5023,17497
20230604,61391,12680,15383,14840,13790,5389,20132
20230605,75110,11663,15091,12520,10532,4413,12686
20230606,78807,12479,13972,12421,11175,4920,20635
20230607,63281,13637,14404,12194,12117,8564,12708
20230608,55105,13960,15389,12169,11848,4590,13313
20230609,59018,13488,20501,11732,9855,6116,12552
20230610,63570,14584,20198,12774,10278,5065,15469
20230611,57625,14331,18584,13258,19290,4977,21128
20230612,50774,13089,17974,11605,15485,4678,21232
20230613,43739,11382,15909,10861,18227,4242,13615
20230614,41120,11428,15013,11720,19302,4249,12518
20230615,42966,11316,14197,11153,12187,4174,13333
20230616,45392,12672,15371,11808,14153,4194,12245
20230617,54742,14046,19341,11788,15274,4384,15181
20230618,59373,14027,14532,12263,13665,4208,17319
20230619,52636,13503,14727,14426,13893,3914,15611
20230620,67591,13167,14128,13204,16127,3898,12101
20230621,74479,13081,13785,14947,14832,3956,11502
20230622,57533,12081,13311,15416,18606,3890,11093
20230623,58517,12346,16509,17128,17153,4165,11181
20230624,63076,12674,14871,17858,14145,4942,14793
20230625,70648,13835,15819,17760,14466,4411,17375
20230626,63429,13330,16955,16420,15555,5436,12643
20230627,59008,13020,15570,14640,15077,6063,12810
20230628,78622,11472,14972,13885,14976,5601,11668
20230629,65473,10731,13283,13139,12457,5696,10864
20230630,82431,11248,13915,13650,14317,5391,13747
20230701,82132,12174,14066,14747,13311,6326,18434
20230702,74131,12252,18544,15610,14222,5564,17880
20230703,67245,11873,17057,16103,12797,6122,12890
20230704,65839,12535,15415,15990,13149,5846,12075
20230705,76821,12338,14673,14203,13965,5584,10456
20230706,76942,12207,14706,12785,13077,6590,10248
20230707,171628,12956,17346,13285,13009,5602,11548
20230708,154309,13100,18380,13696,13487,6093,14577
20230709,128578,12788,18892,13329,11716,5595,17202
20230710,103875,12782,17337,11765,13381,6866,11739
20230711,90769,11221,17726,15061,13131,6356,10260
20230712,85853,11557,15157,12515,15035,6276,9790
20230713,77956,10267,15818,12761,16428,6922,9756
20230714,75310,11481,17626,13456,17802,6127,11579
20230715,81240,12551,17574,13931,15643,7138,14020
20230716,79047,12361,17861,13241,15037,6172,18418
20230717,75626,11689,18055,11865,16573,6231,13647
20230718,76945,11247,17079,10847,12278,10738,12360
20230719,68506,11168,15330,10785,13488,8512,10859
20230720,62099,11475,15457,12148,12094,7414,10403
20230721,59276,11354,16234,12999,41972,7568,11925
20230722,68269,12981,38150,15004,17328,7225,13284
20230723,68780,13759,42822,13294,14955,5766,17902
20230724,67993,12062,25064,13926,16034,5701,12409
20230725,58859,12004,19286,12170,14565,18889,10790
20230726,57716,11826,17342,12592,15128,11180,10179
20230727,60896,11142,19479,14149,15034,7177,10183
20230728,68618,12215,17343,14755,14159,7356,10428
20230729,92178,12417,19237,14643,16989,7900,13338
20230730,80314,14209,25016,15876,13827,6101,17896
20230731,61046,13416,21883,13675,16814,7361,12017
20230801,56813,12529,19630,12485,14811,8199,10455
20230802,65292,12712,20222,11891,13944,7475,9124
20230803,88281,12137,20621,12388,15656,6918,9278
20230804,105566,13680,21879,11977,24273,5659,10925
20230805,97490,23502,23565,13573,17189,5954,12052
20230806,101557,15157,22769,13461,19050,5473,14743
20230807,93351,14243,18986,11881,16590,6739,10283
20230808,79320,12170,32202,11579,14971,5957,9061
20230809,86316,12659,43414,15265,14875,5355,8589
20230810,165218,11610,35921,18473,16511,5465,8911
20230811,112612,11500,31627,24475,16013,5475,10071
20230812,95485,11855,33787,21207,14890,5226,11942
20230813,88936,11992,34469,22073,15970,4844,17123
20230814,75212,11742,28902,16197,16570,4252,11753
20230815,69080,11917,30583,14536,17685,4070,9848
20230816,63868,11292,30239,13837,17865,4257,10216
20230817,62817,11454,29841,12702,14266,4107,9662
20230818,62594,12722,27786,12760,15273,4746,10618
20230819,69065,13708,27969,13570,20084,4961,14627
20230820,68987,13369,29224,13595,17865,4703,17529
20230821,62606,12763,28006,17959,15408,4332,11634
20230822,62193,15775,30557,34448,16680,4506,13494
20230823,60572,15411,35942,19279,19672,6376,11131
20230824,57597,12768,30964,15029,18697,4936,13987
20230825,59322,14457,38356,14175,16274,4375,14076
20230826,62255,16235,36153,15187,21883,4498,14247
20230827,64492,14767,34134,13822,28768,4355,18787
20230828,56044,13070,32064,13253,36390,3985,12704
20230829,52861,17501,30458,12265,25772,4208,10247
20230830,49257,17405,32205,11362,16630,4080,9499
20230831,59247,14665,28215,11480,13712,3922,9491
20230901,68291,13704,29735,11474,14416,4173,9698
20230902,63778,16743,26621,12122,17339,4068,11246
20230903,59560,16189,27451,13052,17359,4060,14755
20230904,57505,15129,37107,12007,16118,3869,11788
20230905,47388,13131,28832,12289,16723,3528,9142
20230906,43696,13128,25863,12568,12206,3613,7893
20230907,42640,12282,22761,20886,13027,3783,8162
20230908,48012,11816,20208,25420,13001,4183,8707
20230909,42938,11569,21772,23738,13943,3687,9875
20230910,42064,11675,22276,17166,13491,3831,13376
20230911,37766,10223,20821,12699,12057,3827,9422
20230912,44239,10515,20004,11313,10595,3407,8855
20230913,99544,13142,55756,13037,11167,4097,8296
20230914,87062,17456,56284,13056,12969,4591,8079
20230915,85982,14185,56104,12756,13702,3882,8987
20230916,81014,14112,40217,23721,15475,26765,12303
20230917,77107,13659,34102,14418,13063,6213,15693
20230918,66094,12643,29134,12157,11631,4225,9707
20230919,316138,13174,35401,31836,11947,3518,8855
20230920,351712,11971,30592,35936,11949,3577,8673
20230921,114336,11283,26662,19228,12922,3838,8576
20230922,85425,11451,23175,16417,12124,3760,13557
20230923,71813,11898,25400,14298,12153,4817,11287
20230924,195390,12474,24502,15392,12477,5007,15479
20230925,344305,11934,23160,13634,10721,3934,9924
20230926,261528,12733,26910,12157,12821,3873,9669
20230927,173706,10589,26034,11395,10240,3806,10316
20230928,136895,10938,22560,13078,12638,3791,10621
20230929,119860,11327,20527,12458,12597,4099,23088
20230930,102001,12969,22349,12052,12834,4279,16611
20231001,121711,12339,21884,13347,12874,4501,15080
20231002,300487,11731,20406,13332,12337,4016,14106
20231003,130867,10946,22519,12326,10752,3751,13541
20231004,90016,11172,24795,12399,10286,5707,14348
20231005,79295,11318,24247,14764,11630,4606,13044
20231006,84166,11623,24592,15677,10939,4746,14468
20231007,78721,13399,24774,16913,11305,5038,14069
20231008,88794,12162,23974,16650,13797,6194,12484
20231009,67200,12485,22597,16368,9855,4239,10773
20231010,55688,14757,20076,14128,10718,3750,9721
20231011,49870,15122,20868,13085,19274,4348,9002
20231012,77224,14701,20158,12138,14681,3997,9464
20231013,130088,13316,18355,12569,13161,4107,10143
20231014,126840,12175,19122,13337,12250,5009,10735
20231015,152248,12316,19840,13088,11809,5504,10181
20231016,132559,13728,16558,11671,10936,4905,9434
20231017,101205,15585,15320,11624,10398,10045,10297
20231018,80386,13306,17196,11231,11373,5315,9914
20231019,84488,14615,15596,11327,15756,4106,9385
20231020,88065,17043,15704,11212,15724,3707,20321
20231021,98253,18951,17288,12121,16275,4085,17635
20231022,149562,18260,18075,12791,12078,4288,13536
20231023,141946,16282,15980,11763,10325,3675,11302
20231024,109057,13866,14441,11462,10149,3643,11388
20231025,84877,15032,14337,11063,9888,3437,11381
20231026,78655,15524,13196,10854,10995,3599,14519
20231027,192779,13417,13079,11431,10386,3680,15178
20231028,155444,14405,19532,13015,11158,3889,11919
20231029,125839,15869,20782,12537,11593,3865,14168
20231030,97584,14635,15909,12627,11457,3395,10952
20231031,79802,13109,16485,11282,15292,3565,10024
20231101,71096,12516,14763,10591,16612,4718,9735
20231102,72671,14232,14072,10154,12896,4557,10922
20231103,80868,17341,16813,10591,11274,3987,10101
20231104,86682,15968,18251,10471,10477,4832,10579
20231105,90419,14546,21250,10742,10316,4940,9246
20231106,77030,12650,15897,11202,9973,4219,9038
20231107,64506,16718,14880,10421,14367,3929,8493
20231108,64014,17166,14268,10938,10004,4094,7932
20231109,67103,13505,13394,11129,11004,4417,8299
20231110,80747,13905,13265,11408,12690,4652,9590
20231111,89051,13811,14914,12670,15245,4852,10195
20231112,155555,13512,14928,16771,11769,16653,10160
20231113,142811,14093,14312,27472,14468,8347,8501
20231114,103561,12358,12996,24709,26485,5826,8919
20231115,88783,11568,14061,26451,22317,5030,8760
20231116,88825,11708,13072,23233,15641,4813,8423
20231117,77827,11911,13041,15423,14772,5038,9979
20231118,90924,13870,15891,15313,14043,5312,10719
20231119,96543,16137,15404,18643,16851,5718,10711
20231120,93837,21851,14787,18854,12881,5039,9586
20231121,125311,14085,11822,17743,10985,4293,8344
20231122,80697,13192,12554,14346,11042,4297,9549
20231123,69541,13159,11551,12764,9757,4017,9872
20231124,61514,17026,12354,12144,9484,4319,9005
20231125,58537,18837,12930,11972,15098,4511,9889
20231126,60407,58607,14555,12239,18113,4621,11361
20231127,64537,25045,13225,11670,15614,4171,8053
20231128,54237,15618,12637,11224,11944,4104,7464
20231129,58180,14555,12332,11421,12919,5040,7413
20231130,62549,15466,13267,11324,12257,4924,7633
20231201,60540,14979,27105,11449,11838,5194,7546
20231202,57040,14921,21591,11576,15907,5533,8021
20231203,59706,13236,23367,11688,72318,5062,8429
20231204,71942,12800,17936,11131,100534,4332,7217
20231205,51839,13278,18037,10829,50179,6009,7295
20231206,107491,13239,19974,11149,27204,5239,7739
20231207,118807,13574,18787,11074,22367,4669,7350
20231208,103621,15609,45253,11714,19377,4562,8874
20231209,78569,15410,29784,12468,15494,5219,8179
20231210,82744,15447,29723,14680,15905,5774,9214
20231211,73765,13676,21789,14764,16257,9257,11661
20231212,77139,11985,19803,12290,16112,9407,9407
20231213,129673,12589,20198,12035,14382,6486,9174
20231214,102439,12676,19985,11171,12716,5660,7939
20231215,73131,14516,36658,11567,20781,5106,7883
20231216,68467,15083,27447,12196,16079,5341,12241
20231217,82233,15879,30414,12119,56596,13259,8943
20231218,75769,15483,22001,11621,66950,5461,7706
20231219,59989,15805,19611,13609,28492,4378,7159
20231220,53050,15558,22681,18214,19037,4615,8571
20231221,49987,14755,19480,16165,19627,4718,7223
20231222,51643,14476,22154,13073,19137,4641,7731
20231223,55453,14803,18299,12323,16964,4902,8470
20231224,56100,16950,18753,11899,15419,4440,9223
20231225,83104,17691,24386,11473,13683,5793,9481
20231226,72344,16000,18840,10961,13694,5108,8741
20231227,61565,14056,20408,11419,17278,5381,7929
20231228,62417,14335,20105,12081,16914,5671,8168
20231229,61747,17830,18734,12695,14373,4963,8669
20231230,65596,13982,20741,13778,14233,6695,9640
20231231,72012,15556,20953,16468,16853,5831,10113
